POÇO ANP,BLOCO,BACIA,ESTADO,AMBIENTE,OPERADOR,INÍCIO DA PERFURAÇÃO,CONCLUSÃO DO POÇO,NOTIFICAÇÃO DE DESCOBERTA ?,DATA DA NOTIFICAÇÃO DE DESCOBERTA
1-DEV-14A-MAS,BM-BAR-3,Barreirinhas,MA,MAR,BP Energy,2009-01-31 22:20:00,2009-04-15 00:00:00,Sim,2009-03-08 00:00:00
3-PTX-18-RN,POT-T-514,Potiguar,RN,TERRA,Mandacaru Energia,2009-01-31 06:00:00,2009-02-04 00:00:00,Não,
4-BRSA-709-SPS,BM-S-9,Santos,SP,MAR,Petrobras,2009-01-27 14:30:00,2009-04-18 00:00:00,Sim,2009-04-14 00:00:00
4-BRSA-708-SPS,BM-S-3,Santos,SP,MAR,Petrobras,2009-01-25 16:30:00,2009-06-26 00:00:00,Sim,2009-05-15 00:00:00
1-PTX-17-RN,POT-T-559,Potiguar,RN,TERRA,Mandacaru Energia,2009-01-23 06:00:00,2009-02-07 00:00:00,Sim,2009-01-27 00:00:00
1-DEV-14-MAS,BM-BAR-3,Barreirinhas,MA,MAR,BP Energy,2009-01-21 12:00:00,2009-01-22 00:00:00,Não,
1-BG-5-SPS,S-M-508,Santos,SP,MAR,BG Brasil,2009-01-19 18:00:00,2009-03-05 00:00:00,Não,
1-BRSA-706-SPS,S-M-405,Santos,SP,MAR,Petrobras,2009-01-17 12:04:00,2009-05-28 00:00:00,Sim,2009-03-11 00:00:00
1-BRSA-704-ES,ES-T-527,Espírito Santo,ES,TERRA,Petrobras,2009-01-11 08:00:00,2009-04-08 00:00:00,Não,
1-ODB-1-RN,POT-T-612,Potiguar,RN,TERRA,3R Areia Branca,2009-01-08 21:15:00,2009-09-07 00:00:00,Não,
1-BRSA-702-BAS,BCAM-40,Camamu,BA,MAR,Petrobras,2009-01-06 00:30:00,2009-04-20 00:00:00,Sim,2009-04-13 00:00:00
3-PTX-16-RN,POT-T-558,Potiguar,RN,TERRA,Mandacaru Energia,2009-01-03 06:00:00,2009-01-07 00:00:00,Não,
1-GALP-27-BA,ES-T-227,Mucuri,BA,TERRA,Petrogal Brasil,2009-01-01 03:00:00,2009-01-13 00:00:00,Sim,2009-01-09 00:00:00
1-BRSA-699D-BA,REC-T-126,Recôncavo,BA,TERRA,Petrobras,2008-12-31 00:00:00,2009-01-10 00:00:00,Não,
3-BRSA-700D-RN,BT-POT-8,Potiguar,RN,TERRA,Petrobras,2008-12-30 16:00:00,2009-05-25 00:00:00,Sim,2009-02-02 00:00:00
1-NORD-2-SE,SEAL-T-330,Sergipe,SE,TERRA,Nord,2008-12-29 23:00:00,2009-05-16 00:00:00,Sim,2009-01-14 00:00:00
1-PTX-15-RN,POT-T-557,Potiguar,RN,TERRA,Mandacaru Energia,2008-12-27 08:00:00,2008-12-30 00:00:00,Não,
1-BRSA-697-RN,POT-T-706,Potiguar,RN,TERRA,Petrobras,2008-12-23 05:30:00,2009-07-15 00:00:00,Sim,2008-12-29 00:00:00
1-GALP-26-RN,POT-T-354,Potiguar,RN,TERRA,Petrogal Brasil,2008-12-21 20:00:00,2009-01-31 00:00:00,Sim,2009-01-29 00:00:00
1-GALP-25-SE,SEAL-T-456,Sergipe,SE,TERRA,Petrogal Brasil,2008-12-21 06:30:00,2009-05-09 00:00:00,Não,
1-VITA-5-ES,ES-T-466,Espírito Santo,ES,TERRA,Vitória Ambiental,2008-12-19 01:00:00,2009-02-18 00:00:00,Não,
1-PTX-14-RN,POT-T-557,Potiguar,RN,TERRA,Mandacaru Energia,2008-12-18 06:00:00,2008-12-22 00:00:00,Não,
3-BRSA-694-SPS,S-M-1288,Santos,SP,MAR,Petrobras,2008-12-16 09:30:00,2009-01-08 00:00:00,Sim,2009-01-07 00:00:00
1-BRSA-693-RN,POT-T-706,Potiguar,RN,TERRA,Petrobras,2008-12-15 18:30:00,2009-07-15 00:00:00,Sim,2008-12-22 00:00:00
1-BRSA-692D-BA,REC-T-103,Recôncavo,BA,TERRA,Petrobras,2008-12-14 04:00:00,2008-12-25 00:00:00,Não,
1-BRSA-691-SE,SEAL-T-357,Sergipe,SE,TERRA,Petrobras,2008-12-12 10:00:00,2009-03-29 00:00:00,Sim,2009-02-04 00:00:00
4-BRSA-690-BA,ES-T-88,Mucuri,BA,TERRA,Petrobras,2008-12-07 04:00:00,2009-10-07 00:00:00,Sim,2008-12-23 00:00:00
1-BRSA-688-RN,POT-T-445,Potiguar,RN,TERRA,Petrobras,2008-12-04 03:00:00,2008-12-12 00:00:00,Não,
1-BRSA-687-RN,POT-T-606,Potiguar,RN,TERRA,Petrobras,2008-12-03 05:00:00,2009-05-26 00:00:00,Sim,2009-01-05 00:00:00
1-AURI-27-RN,POT-T-573,Potiguar,RN,TERRA,Aurizônia Petróleo,2008-12-01 16:50:00,2008-12-31 00:00:00,Sim,2008-12-11 00:00:00
1-BRSA-686-ES,ES-T-373,Espírito Santo,ES,TERRA,Petrobras,2008-11-29 17:30:00,2009-06-08 00:00:00,Sim,2008-12-15 00:00:00
6-BRSA-684P-RJS,S-M-322,Santos,RJ,MAR,Petrobras,2008-11-28 12:00:00,2009-01-09 00:00:00,Sim,2008-12-30 00:00:00
1-BRSA-683-ESS,ES-M-523,Espírito Santo,ES,MAR,Petrobras,2008-11-26 11:30:00,2009-10-04 00:00:00,Não,
1-SMAR-3-BA,REC-T-138,Recôncavo,BA,TERRA,Silver Marlin,2008-11-24 23:00:00,2009-07-26 00:00:00,Não,
1-GALP-24-SE,SEAL-T-419,Sergipe,SE,TERRA,Petrogal Brasil,2008-11-23 13:30:00,2008-12-12 00:00:00,Não,
1-BRSA-682-ESS,ES-M-590,Espírito Santo,ES,MAR,Petrobras,2008-11-22 02:41:00,2009-05-13 00:00:00,Sim,2009-04-15 00:00:00
1-GALP-23D-RN,POT-T-697,Potiguar,RN,TERRA,Petrogal Brasil,2008-11-20 16:00:00,2008-12-13 00:00:00,Não,
1-STAR-11-RN,POT-T-749,Potiguar,RN,TERRA,SHB,2008-11-16 19:00:00,2009-05-13 00:00:00,Sim,2009-04-14 00:00:00
1-BRSA-680-RN,POT-T-605,Potiguar,RN,TERRA,Petrobras,2008-11-16 13:00:00,2009-09-03 00:00:00,Sim,2008-12-16 00:00:00
1-SMAR-2-SE,SEAL-T-460,Sergipe,SE,TERRA,Silver Marlin,2008-11-14 18:00:00,2008-12-18 00:00:00,Não,
1-STAR-10-RN,POT-T-748,Potiguar,RN,TERRA,SHB,2008-11-12 16:30:00,2009-03-05 00:00:00,Sim,2009-02-26 00:00:00
1-AURI-26-RN,POT-T-298,Potiguar,RN,TERRA,Aurizônia Petróleo,2008-11-11 16:00:00,2008-11-24 00:00:00,Não,
4-BRSA-678-ES,ES-T-364,Espírito Santo,ES,TERRA,Petrobras,2008-11-11 16:00:00,2009-01-15 00:00:00,Sim,2008-11-21 00:00:00
1-STAR-9-RN,POT-T-748,Potiguar,RN,TERRA,SHB,2008-11-08 18:00:00,2009-06-12 00:00:00,Sim,2009-06-08 00:00:00
4-BRSA-679-SPS,BM-S-3,Santos,SP,MAR,Petrobras,2008-11-08 16:00:00,2009-01-10 00:00:00,Não,
1-STAR-8-RN,POT-T-794,Potiguar,RN,TERRA,SHB,2008-11-06 09:35:00,2009-01-16 00:00:00,Sim,2009-01-13 00:00:00
1-BRSA-677-BA,ES-T-108,Mucuri,BA,TERRA,Petrobras,2008-11-05 08:00:00,2008-11-25 00:00:00,Não,
1-BRSA-675-RN,POT-T-744,Potiguar,RN,TERRA,Petrobras,2008-11-03 13:30:00,2009-04-11 00:00:00,Sim,2008-12-05 00:00:00
1-AURI-25-SE,SEAL-T-418,Sergipe,SE,TERRA,Aurizônia Petróleo,2008-11-03 05:00:00,2008-12-12 00:00:00,Sim,2008-11-10 00:00:00
1-BRSA-674-BA,REC-T-67,Recôncavo,BA,TERRA,Petrobras,2008-11-03 04:00:00,2008-11-24 00:00:00,Não,
1-STAR-7D-BA,REC-T-165,Recôncavo,BA,TERRA,SHB,2008-10-30 04:00:00,2008-11-18 00:00:00,Sim,2008-11-24 00:00:00
4-BRSA-676-SPS,BM-S-3,Santos,SP,MAR,Petrobras,2008-10-28 02:30:00,2009-01-09 00:00:00,Não,
1-GALP-22-RN,POT-T-651,Potiguar,RN,TERRA,Petrogal Brasil,2008-10-22 19:30:00,2008-11-12 00:00:00,Não,
1-AURI-24-SE,SEAL-T-417,Sergipe,SE,TERRA,Aurizônia Petróleo,2008-10-22 18:40:00,2008-12-07 00:00:00,Sim,2008-10-29 00:00:00
1-ESSO-3-SPS,BM-S-22,Santos,SP,MAR,ExxonMobil Brasil,2008-10-22 03:00:00,2009-03-04 00:00:00,Sim,2009-02-17 00:00:00
1-BRSA-673-RN,BT-POT-9,Potiguar,RN,TERRA,Petrobras,2008-10-21 16:30:00,2009-10-09 00:00:00,Sim,2008-12-02 00:00:00
1-BRSA-672-BA,ES-T-125,Mucuri,BA,TERRA,Petrobras,2008-10-21 05:00:00,2008-10-29 00:00:00,Não,
1-VITA-4-ES,ES-T-391,Espírito Santo,ES,TERRA,Vitória Ambiental,2008-10-20 01:30:00,2008-12-08 00:00:00,Sim,2008-11-10 00:00:00
1-BRSA-671-ES,ES-T-454,Espírito Santo,ES,TERRA,Petrobras,2008-10-20 00:00:00,2009-01-26 00:00:00,Sim,2008-11-19 00:00:00
1-SMAR-1-SE,SEAL-T-460,Sergipe,SE,TERRA,Silver Marlin,2008-10-14 06:00:00,2008-11-08 00:00:00,Não,
1-BRSA-669-BAS,BM-J-3,Jequitinhonha,BA,MAR,Petrobras,2008-10-09 10:30:00,2009-01-21 00:00:00,Sim,2008-11-24 00:00:00
1-REPF-3D-SPS,S-M-674,Santos,SP,MAR,Repsol Sinopec,2008-10-06 13:30:00,2009-05-03 00:00:00,Sim,2009-01-19 00:00:00
4-BRSA-668-BA,ES-T-67,Mucuri,BA,TERRA,Petrobras,2008-09-30 02:30:00,2008-10-15 00:00:00,Não,
1-GALP-21-RN,POT-T-650,Potiguar,RN,TERRA,Petrogal Brasil,2008-09-27 02:30:00,2008-10-14 00:00:00,Não,
1-BRSA-667-SPS,S-M-1226,Santos,SP,MAR,Petrobras,2008-09-25 20:00:00,2008-10-18 00:00:00,Não,
1-BRSA-665-RJS,BM-C-14,Campos,RJ,MAR,Petrobras,2008-09-24 16:30:00,2008-12-23 00:00:00,Sim,2008-12-22 00:00:00
1-QTR-15-SE,SEAL-T-434,Sergipe,SE,TERRA,Quantra,2008-09-22 09:30:00,2008-10-16 00:00:00,Não,
1-BRSA-664-ES,ES-T-418,Espírito Santo,ES,TERRA,Petrobras,2008-09-21 00:00:00,2009-02-04 00:00:00,Sim,2008-10-13 00:00:00
1-STAR-6D-SE,SEAL-T-462,Sergipe,SE,TERRA,SHB,2008-09-11 22:00:00,2008-10-10 00:00:00,Sim,2008-10-13 00:00:00
6-BRSA-661-SPS,BM-S-7,Santos,SP,MAR,Petrobras,2008-09-09 20:00:00,2009-03-10 00:00:00,Sim,2009-01-26 00:00:00
4-BRSA-655-ES,ES-T-409,Espírito Santo,ES,TERRA,Petrobras,2008-08-30 04:00:00,2008-09-07 00:00:00,Não,
1-BRSA-658-SPS,S-M-1289,Santos,SP,MAR,Petrobras,2008-08-25 21:30:00,2008-10-28 00:00:00,Sim,2008-09-25 00:00:00
1-GALP-20-RN,POT-T-447,Potiguar,RN,TERRA,Petrogal Brasil,2008-08-25 03:00:00,2008-09-05 00:00:00,Não,
4-BRSA-640DA-ES,ES-T-364,Espírito Santo,ES,TERRA,Petrobras,2008-08-22 11:00:00,2008-09-06 00:00:00,Não,
1-QTR-14-SE,SEAL-T-369,Sergipe,SE,TERRA,Quantra,2008-08-22 02:00:00,2008-09-13 00:00:00,Não,
1-WW-13-BA,REC-T-102,Recôncavo,BA,TERRA,Nova Petróleo Rec,2008-08-19 15:00:00,2008-09-06 00:00:00,Não,
1-VITA-3-ES,ES-T-392,Espírito Santo,ES,TERRA,Vitória Ambiental,2008-08-14 17:30:00,2008-09-22 00:00:00,Sim,2008-09-23 00:00:00
1-BRSA-652-RN,POT-T-531,Potiguar,RN,TERRA,Petrobras,2008-08-12 09:00:00,2008-08-20 00:00:00,Não,
1-WW-14-BA,REC-T-52,Recôncavo,BA,TERRA,Nova Petróleo Rec,2008-08-11 10:00:00,2008-11-19 00:00:00,Não,
3-BRSA-649-RN,POT-T-520,Potiguar,RN,TERRA,Petrobras,2008-08-10 18:00:00,2008-12-01 00:00:00,Sim,2008-09-19 00:00:00
1-BRSA-650D-ESS,BM-ES-5,Espírito Santo,ES,MAR,Petrobras,2008-08-10 11:50:00,2009-03-13 00:00:00,Sim,2009-01-27 00:00:00
1-BRSA-645-SE,SEAL-T-356,Sergipe,SE,TERRA,Petrobras,2008-07-30 07:00:00,2008-09-04 00:00:00,Não,
1-BRSA-644D-BA,BT-REC-4,Recôncavo,BA,TERRA,Petrobras,2008-07-30 04:00:00,2008-09-18 00:00:00,Não,
1-BRSA-643-SE,SEAL-T-356,Sergipe,SE,TERRA,Petrobras,2008-07-29 18:30:00,2008-08-06 00:00:00,Não,
1-BRSA-642-SPS,S-M-557,Santos,SP,MAR,Petrobras,2008-07-29 04:00:00,2008-12-04 00:00:00,Não,
1-QTR-13-RN,POT-T-525,Potiguar,RN,TERRA,Quantra,2008-07-26 07:00:00,2008-08-06 00:00:00,Não,
1-WW-11-BA,REC-T-113,Recôncavo,BA,TERRA,Nova Petróleo Rec,2008-07-26 02:00:00,2008-08-11 00:00:00,Não,
1-BRSA-641-ES,ES-T-454,Espírito Santo,ES,TERRA,Petrobras,2008-07-24 15:30:00,2008-09-13 00:00:00,Não,
4-BRSA-640D-ES,ES-T-364,Espírito Santo,ES,TERRA,Petrobras,2008-07-21 21:30:00,2008-08-22 00:00:00,Não,
1-BRSA-559A-RJS,BM-S-24,Santos,RJ,MAR,Petrobras,2008-07-21 12:38:00,2008-09-29 00:00:00,Sim,2008-09-24 00:00:00
4-GALP-19-RN,POT-T-355,Potiguar,RN,TERRA,Petrogal Brasil,2008-07-20 21:00:00,2008-08-16 00:00:00,Sim,2008-08-13 00:00:00
1-QTR-12-RN,POT-T-704,Potiguar,RN,TERRA,Quantra,2008-07-16 16:30:00,2008-07-28 00:00:00,Não,
6-WW-12DP-BA,REC-T-39,Recôncavo,BA,TERRA,W. Washington,2008-07-15 14:00:00,2008-07-22 00:00:00,Não,
1-VITA-2-ES,ES-T-391,Espírito Santo,ES,TERRA,Vitória Ambiental,2008-07-13 05:00:00,2009-08-11 00:00:00,Sim,2008-08-07 00:00:00
3-BRSA-638D-AL,BT-SEAL-2,Alagoas,AL,TERRA,Petrobras,2008-07-12 09:00:00,2008-10-07 00:00:00,Não,
4-BRSA-634D-RN,BT-POT-8,Potiguar,RN,TERRA,Petrobras,2008-07-06 17:00:00,2008-09-22 00:00:00,Não,
1-BRSA-635-SCS,BM-S-12,Santos,SC,MAR,Petrobras,2008-07-03 17:00:00,2008-09-02 00:00:00,Não,
1-BRSA-637D-BAS,BM-CAL-5,Almada,BA,MAR,Petrobras,2008-07-03 09:00:00,2008-11-25 00:00:00,Sim,2008-09-29 00:00:00
6-WW-10DP-BA,REC-T-31,Recôncavo,BA,TERRA,Nova Petróleo Rec,2008-06-27 10:50:00,2008-07-05 00:00:00,Sim,2008-07-11 00:00:00
4-BRSA-632D-ES,ES-T-373,Espírito Santo,ES,TERRA,Petrobras,2008-06-27 02:00:00,2009-04-23 00:00:00,Sim,2008-07-16 00:00:00
1-QTR-11-RN,POT-T-565,Potiguar,RN,TERRA,Quantra,2008-06-26 04:00:00,2008-07-20 00:00:00,Sim,2008-07-22 00:00:00
3-BRSA-630-RN,BT-POT-8,Potiguar,RN,TERRA,Petrobras,2008-06-25 02:30:00,2008-09-18 00:00:00,Não,
3-BRSA-633-AL,BT-SEAL-2,Alagoas,AL,TERRA,Petrobras,2008-06-25 00:00:00,2008-07-04 00:00:00,Não,
1-BRSA-627-RN,POT-T-488,Potiguar,RN,TERRA,Petrobras,2008-06-20 04:00:00,2008-07-01 00:00:00,Não,
1-STAR-5D-SE,SEAL-T-462,Sergipe,SE,TERRA,SHB,2008-06-12 22:00:00,2008-09-11 00:00:00,Sim,2008-08-29 00:00:00
1-QTR-10-RN,POT-T-792,Potiguar,RN,TERRA,Quantra,2008-06-12 15:00:00,2008-06-20 00:00:00,Sim,2008-06-23 00:00:00
3-BRSA-624-AL,BT-SEAL-2,Alagoas,AL,TERRA,Petrobras,2008-06-05 16:00:00,2008-06-20 00:00:00,Não,
4-GALP-18-RN,POT-T-521,Potiguar,RN,TERRA,Petrogal Brasil,2008-06-03 06:30:00,2008-07-13 00:00:00,Não,
4-BRSA-623D-ES,CCNS,Espírito Santo,ES,TERRA,Petrobras,2008-06-02 03:30:00,2008-07-20 00:00:00,Sim,2008-07-21 00:00:00
1-WW-8-BA,REC-T-24,Recôncavo,BA,TERRA,Nova Petróleo Rec,2008-06-01 14:30:00,2008-08-09 00:00:00,Não,
1-WW-9-BA,REC-T-91,Recôncavo,BA,TERRA,Nova Petróleo Rec,2008-05-31 22:00:00,2008-06-18 00:00:00,Não,
1-APL-1-ESS,C-M-101,Campos,ES,MAR,Sinochem Petróleo,2008-05-31 06:45:00,2008-11-11 00:00:00,Sim,2008-10-31 00:00:00
1-BRSA-618-RJS,BM-S-11,Santos,RJ,MAR,Petrobras,2008-05-24 09:00:00,2008-09-16 00:00:00,Sim,2008-09-10 00:00:00
6-BRSA-622P-BA,BT-REC-7,Recôncavo,BA,TERRA,Petrobras,2008-05-23 17:30:00,2009-01-30 00:00:00,Sim,2008-06-30 00:00:00
1-BRSA-619-RJS,C-M-333,Campos,RJ,MAR,Petrobras,2008-05-23 04:30:00,2008-06-19 00:00:00,Sim,2008-06-13 00:00:00
1-BRSA-617-SCS,BM-S-12,Santos,SC,MAR,Petrobras,2008-05-20 22:00:00,2008-10-13 00:00:00,Sim,2008-10-13 00:00:00
1-BRSA-614-BAS,BM-CAL-6,Almada,BA,MAR,Petrobras,2008-05-19 19:30:00,2008-06-23 00:00:00,Não,
1-WW-7-BA,REC-T-31,Recôncavo,BA,TERRA,Nova Petróleo Rec,2008-05-10 15:30:00,2008-07-05 00:00:00,Sim,2008-07-08 00:00:00
4-BRSA-611DP-ESS,ES-M-413,Espírito Santo,ES,MAR,Petrobras,2008-05-06 18:30:00,2008-05-23 00:00:00,Não,
4-BRSA-609-ES,CCNS,Espírito Santo,ES,TERRA,Petrobras,2008-05-01 04:30:00,2008-11-26 00:00:00,Sim,2008-05-23 00:00:00
3-BRSA-608-RN,POT-T-700,Potiguar,RN,TERRA,Petrobras,2008-04-30 01:00:00,2009-11-12 00:00:00,Sim,2008-06-09 00:00:00
1-BRSA-606-ESS,BM-C-25,Campos,ES,MAR,Petrobras,2008-04-27 00:30:00,2008-07-03 00:00:00,Não,
1-WW-6-BA,REC-T-39,Recôncavo,BA,TERRA,W. Washington,2008-04-26 15:30:00,2008-07-22 00:00:00,Sim,2008-10-31 00:00:00
1-BRSA-607-SPS,S-M-1288,Santos,SP,MAR,Petrobras,2008-04-25 17:32:00,2008-06-05 00:00:00,Sim,2008-06-05 00:00:00
1-GALP-17-RN,POT-T-354,Potiguar,RN,TERRA,Petrogal Brasil,2008-04-22 05:30:00,2008-05-28 00:00:00,Não,
1-PSY-17-BA,REC-T-152,Recôncavo,BA,TERRA,Petrosynergy,2008-04-11 17:00:00,2012-12-28 00:00:00,Não,
4-BRSA-601-ES,CCNS,Espírito Santo,ES,TERRA,Petrobras,2008-04-08 08:30:00,2008-11-26 00:00:00,Sim,2008-04-22 00:00:00
1-NORD-1-SE,SEAL-T-430,Sergipe,SE,TERRA,Nord,2008-04-05 09:00:00,2008-05-20 00:00:00,Sim,2008-05-16 00:00:00
1-BRSA-600-RJS,C-M-401,Campos,RJ,MAR,Petrobras,2008-04-01 17:30:00,2008-06-10 00:00:00,Sim,2008-06-03 00:00:00
1-BRSA-597-RJS,S-M-322,Santos,RJ,MAR,Petrobras,2008-03-27 12:00:00,2008-11-28 00:00:00,Sim,2008-11-05 00:00:00
3-BRSA-599DP-BAS,BCAM-40,Camamu,BA,MAR,Petrobras,2008-03-26 23:00:00,2008-05-29 00:00:00,Sim,2008-04-17 00:00:00
1-BRSA-594-SPS,BM-S-9,Santos,SP,MAR,Petrobras,2008-03-22 23:54:00,2008-07-17 00:00:00,Sim,2008-06-13 00:00:00
1-BRSA-598DP-RN,BT-POT-8,Potiguar,RN,TERRA,Petrobras,2008-03-20 11:00:00,2008-04-05 00:00:00,Não,
4-BRSA-593-ESS,ES-M-413,Espírito Santo,ES,MAR,Petrobras,2008-03-16 23:30:00,2008-05-05 00:00:00,Sim,2008-05-04 00:00:00
4-BRSA-592D-ES,ES-T-383,Espírito Santo,ES,TERRA,Petrobras,2008-03-12 05:00:00,2008-11-11 00:00:00,Sim,2008-04-11 00:00:00
3-BRSA-590-RN,BT-POT-8,Potiguar,RN,TERRA,Petrobras,2008-03-01 06:00:00,2008-04-01 00:00:00,Não,
1-KOCH-2D-RN,POT-T-612,Potiguar,RN,TERRA,3R Areia Branca,2008-02-28 20:30:00,2008-07-15 00:00:00,Não,
1-BRSA-587-BA,BT-REC-7,Recôncavo,BA,TERRA,Petrobras,2008-02-19 14:00:00,2009-03-18 00:00:00,Sim,2008-05-19 00:00:00
6-BG-4P-SPS,S-M-672,Santos,SP,MAR,BG Brasil,2008-02-17 21:00:00,2008-04-13 00:00:00,Sim,2008-04-11 00:00:00
1-BRSA-585-ESS,ES-M-466,Espírito Santo,ES,MAR,Petrobras,2008-02-13 11:38:00,2008-04-06 00:00:00,Não,
1-BRSA-584D-BA,ES-T-68,Mucuri,BA,TERRA,Petrobras,2008-02-12 13:00:00,2009-10-07 00:00:00,Sim,2008-03-12 00:00:00
1-BRSA-583-BA,ES-T-67,Mucuri,BA,TERRA,Petrobras,2008-02-11 00:30:00,2008-02-22 00:00:00,Não,
1-QTR-9-RN,POT-T-882,Potiguar,RN,TERRA,Quantra,2008-02-09 14:00:00,2008-02-20 00:00:00,Não,
1-BRSA-580-RN,BT-POT-8,Potiguar,RN,TERRA,Petrobras,2008-02-07 03:00:00,2008-03-19 00:00:00,Não,
1-BRSA-579-BA,ES-T-47,Mucuri,BA,TERRA,Petrobras,2008-01-27 05:00:00,2008-02-02 00:00:00,Não,
3-BRSA-582D-AL,BT-SEAL-2,Alagoas,AL,TERRA,Petrobras,2008-01-27 04:30:00,2008-04-28 00:00:00,Sim,2008-03-15 00:00:00
3-AURI-23-RN,POT-T-790,Potiguar,RN,TERRA,Aurizônia Petróleo,2008-01-27 00:00:00,2008-02-28 00:00:00,Sim,2008-02-07 00:00:00
1-BRSA-562B-RJS,C-M-231,Campos,RJ,MAR,Petrobras,2008-01-15 09:30:00,2008-03-09 00:00:00,Não,
1-GALP-16-BA,ES-T-215,Mucuri,BA,TERRA,Petrogal Brasil,2008-01-15 00:01:00,2008-02-13 00:00:00,Não,
3-POTI-8-RN,BT-POT-10,Potiguar,RN,TERRA,Potióleo,2008-01-10 15:00:00,2008-02-16 00:00:00,Sim,2008-01-21 00:00:00
1-BRSA-573-BA,ES-T-88,Mucuri,BA,TERRA,Petrobras,2008-01-09 22:00:00,2009-10-07 00:00:00,Sim,2008-01-21 00:00:00
1-BRSA-562A-RJS,C-M-231,Campos,RJ,MAR,Petrobras,2008-01-08 15:30:00,2008-01-15 00:00:00,Não,
1-BRSA-571-RN,POT-T-225,Potiguar,RN,TERRA,Petrobras,2008-01-06 13:00:00,2008-01-18 00:00:00,Não,
1-STAR-4-BA,REC-T-106,Recôncavo,BA,TERRA,SHB,2008-01-05 22:00:00,2008-01-22 00:00:00,Não,
1-PSY-16-RN,BT-POT-3,Potiguar,RN,TERRA,Petrosynergy,2008-01-02 06:00:00,2008-01-29 00:00:00,Sim,2008-01-25 00:00:00
1-BRSA-572-ESS,ES-M-466,Espírito Santo,ES,MAR,Petrobras,2008-01-01 02:00:00,2008-02-12 00:00:00,Não,
1-GALP-15-BA,ES-T-202,Mucuri,BA,TERRA,Petrogal Brasil,2007-12-29 13:00:00,2008-01-05 00:00:00,Não,
1-BRSA-567-RN,POT-T-662,Potiguar,RN,TERRA,Petrobras,2007-12-29 11:00:00,2008-01-04 00:00:00,Não,
1-BRSA-564-RN,POT-T-442,Potiguar,RN,TERRA,Petrobras,2007-12-24 09:00:00,2008-01-31 00:00:00,Não,
1-GALP-14-BA,ES-T-174,Mucuri,BA,TERRA,Petrogal Brasil,2007-12-22 11:00:00,2008-03-31 00:00:00,Não,
1-KOCH-1-ES,ES-T-291,Espírito Santo,ES,TERRA,3R Areia Branca,2007-12-21 00:01:00,2008-06-12 00:00:00,Sim,2008-01-25 00:00:00
1-BRSA-562-RJS,C-M-231,Campos,RJ,MAR,Petrobras,2007-12-17 12:30:00,2008-01-05 00:00:00,Não,
1-GALP-13-BA,ES-T-188,Mucuri,BA,TERRA,Petrogal Brasil,2007-12-15 10:00:00,2008-03-11 00:00:00,Não,
1-BG-3-SPS,S-M-672,Santos,SP,MAR,BG Brasil,2007-12-14 13:30:00,2008-02-17 00:00:00,Não,
1-BRSA-555-RJS,S-M-166,Santos,RJ,MAR,Petrobras,2007-12-12 13:10:00,2008-05-03 00:00:00,Não,
1-BRSA-557-RJS,S-M-172,Santos,RJ,MAR,Petrobras,2007-12-11 01:10:00,2008-03-29 00:00:00,Sim,2008-03-04 00:00:00
1-BRSA-558-RN,POT-T-745,Potiguar,RN,TERRA,Petrobras,2007-12-10 13:30:00,2008-12-30 00:00:00,Sim,2008-01-22 00:00:00
1-BRSA-559-RJS,BM-S-24,Santos,RJ,MAR,Petrobras,2007-12-09 03:00:00,2008-07-21 00:00:00,Sim,2008-01-25 00:00:00
4-BRSA-560-SPS,S-M-790,Santos,SP,MAR,Petrobras,2007-12-07 03:00:00,2008-03-20 00:00:00,Sim,2008-02-12 00:00:00
1-BRSA-561-ES,ES-T-527,Espírito Santo,ES,TERRA,Petrobras,2007-12-06 13:30:00,2008-01-12 00:00:00,Não,
1-VITA-1-ES,ES-T-466,Espírito Santo,ES,TERRA,Vitória Ambiental,2007-11-30 22:45:00,2008-06-16 00:00:00,Sim,2008-03-15 00:00:00
1-BRSA-553-RJS,C-M-403,Campos,RJ,MAR,Petrobras,2007-11-26 17:00:00,2008-03-22 00:00:00,Sim,2008-03-18 00:00:00
1-WW-5D-BA,REC-T-235,Recôncavo,BA,TERRA,W. Washington,2007-11-20 17:30:00,2008-01-28 00:00:00,Não,
1-BRSA-547-BA,REC-T-206,Recôncavo,BA,TERRA,Petrobras,2007-11-19 22:30:00,2008-01-05 00:00:00,Não,
1-PSY-15-RN,BT-POT-3,Potiguar,RN,TERRA,Petrosynergy,2007-11-17 12:00:00,2007-12-27 00:00:00,Sim,2007-12-20 00:00:00
1-BRSA-546-RN,POT-T-575,Potiguar,RN,TERRA,Petrobras,2007-11-12 22:00:00,2007-11-18 00:00:00,Não,
1-BRSA-544D-RN,POT-T-881,Potiguar,RN,TERRA,Petrobras,2007-11-11 18:00:00,2007-12-20 00:00:00,Não,
1-GALP-12-SE,SEAL-T-429,Sergipe,SE,TERRA,Petrogal Brasil,2007-11-11 07:00:00,2007-12-01 00:00:00,Sim,2007-11-27 00:00:00
1-BRSA-540-BA,REC-T-42,Recôncavo,BA,TERRA,Petrobras,2007-11-04 17:30:00,2007-11-19 00:00:00,Não,
1-BRSA-541-ES,ES-T-409,Espírito Santo,ES,TERRA,Petrobras,2007-11-04 09:00:00,2007-11-11 00:00:00,Não,
1-BRSA-549-RN,POT-T-479,Potiguar,RN,TERRA,Petrobras,2007-10-31 10:00:00,2008-03-30 00:00:00,Sim,2007-12-11 00:00:00
